D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_18_888.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_18_888.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_18_888.jpg,-0.4,0.6266173,0,15.03218
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_18_968.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_18_968.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_18_968.jpg,-0.6000001,0.4034812,0,15.24227
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_045.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_045.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_045.jpg,0,0.1543463,0,15.08344
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_124.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_124.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_124.jpg,-0.1,0,0,14.91839
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_227.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_227.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_227.jpg,-0.3,0,0,14.82486
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_294.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_294.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_294.jpg,0,0,0,14.65729
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_373.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_373.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_373.jpg,0,0,0,14.50385
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_453.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_453.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_453.jpg,0,0,0,14.42071
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_554.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_554.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_554.jpg,0,0.1466817,0,14.85735
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_616.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_616.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_616.jpg,-0.1,0.3654945,0,14.52716
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_700.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_700.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_700.jpg,-0.3,0.1196238,0,14.52664
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_779.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_779.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_779.jpg,0,0.3578544,0,14.6871
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_859.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_859.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_859.jpg,0,0.5998815,0,15.10598
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_19_934.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_19_934.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_19_934.jpg,0,0.5986922,0,15.62843
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_023.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_023.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_023.jpg,-0.25,0.3538682,0,16.32784
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_109.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_109.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_109.jpg,-0.45,0.1097588,0,16.36164
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_183.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_183.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_183.jpg,0,0,0,16.23811
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_264.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_264.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_264.jpg,-0.2,0,0,16.10439
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_345.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_345.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_345.jpg,-0.4,0,0,15.92549
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_425.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_425.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_425.jpg,-0.6000001,0,0,15.69272
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_505.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_505.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_505.jpg,0,0,0,15.52428
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_586.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_586.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_586.jpg,-0.1,0,0,15.40491
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_668.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_668.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_668.jpg,-0.3,0,0,15.26009
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_749.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_749.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_749.jpg,0,0,0,15.0988
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_829.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_829.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_829.jpg,0,0,0,14.97294
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_910.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_910.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_910.jpg,0,0,0,14.86634
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_20_992.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_20_992.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_20_992.jpg,-0.2,0,0,14.7363
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_072.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_072.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_072.jpg,-0.4,0,0,14.56299
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_162.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_162.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_162.jpg,0,0,0,14.43541
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_233.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_233.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_233.jpg,-0.2,0,0,14.31557
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_312.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_312.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_312.jpg,-0.4,0,0,14.1622
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_393.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_393.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_393.jpg,0,0,0,13.95611
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_475.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_475.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_475.jpg,-0.1,0,0,13.87153
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_557.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_557.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_557.jpg,-0.3,0,0,13.6844
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_640.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_640.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_640.jpg,-0.5000001,0,0,13.51679
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_722.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_722.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_722.jpg,-0.15,0,0,12.88606
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_802.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_802.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_802.jpg,-0.35,0,0,12.77932
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_893.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_893.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_893.jpg,0,0,0,12.64183
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_21_973.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_21_973.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_21_973.jpg,-0.2,0,0,12.43483
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_046.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_046.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_046.jpg,-0.4,0,0,12.30004
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_129.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_129.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_129.jpg,0,0,0,12.16122
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_208.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_208.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_208.jpg,0,0.1202979,0,12.08364
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_288.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_288.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_288.jpg,0,0.3605559,0,12.25804
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_371.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_371.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_371.jpg,0,0.6075378,0,12.92366
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_458.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_458.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_458.jpg,-0.1,0.8574435,0,13.51956
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_529.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_529.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_529.jpg,-0.3,0.8693643,0,14.29193
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_602.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_602.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_602.jpg,0,1,0,15.16104
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_683.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_683.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_683.jpg,0,1,0,16.03314
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_762.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_762.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_762.jpg,-0.1,1,0,16.88922
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_843.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_843.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_843.jpg,-0.3,1,0,17.69487
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_22_938.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_22_938.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_22_938.jpg,0,1,0,18.55993
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_004.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_004.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_004.jpg,-0.1,1,0,19.31932
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_086.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_086.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_086.jpg,-0.3,1,0,20.08709
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_165.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_165.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_165.jpg,-0.5000001,1,0,20.78411
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_247.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_247.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_247.jpg,-0.7,1,0,21.4082
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_327.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_327.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_327.jpg,0,1,0,22.11802
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_414.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_414.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_414.jpg,0,1,0,22.88768
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_487.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_487.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_487.jpg,-0.2,1,0,23.66029
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_567.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_567.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_567.jpg,0,1,0,24.43066
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_654.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_654.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_654.jpg,0,1,0,25.19962
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_725.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_725.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_725.jpg,0,1,0,25.96383
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_805.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_805.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_805.jpg,0,1,0,26.72219
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_883.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_883.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_883.jpg,0,1,0,27.47441
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_23_963.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_23_963.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_23_963.jpg,0,1,0,28.22087
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_040.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_040.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_040.jpg,0,1,0,28.96139
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_131.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_131.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_131.jpg,0,1,0,29.6954
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_198.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_198.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_198.jpg,0,1,0,30.19154
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_278.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_278.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_278.jpg,-0.2,1,0,30.17981
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_355.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_355.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_355.jpg,-0.35,1,0,30.16344
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_431.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_431.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_431.jpg,0,1,0,30.18948
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_509.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_509.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_509.jpg,0,1,0,30.19008
D:\Behavioral-Cloning\dataset\IMG\center_2020_06_05_16_06_24_586.jpg,D:\Behavioral-Cloning\dataset\IMG\left_2020_06_05_16_06_24_586.jpg,D:\Behavioral-Cloning\dataset\IMG\right_2020_06_05_16_06_24_586.jpg,-0.2,1,0,30.1821
